debugYRADD7,2,1481648485304, age, ,
debugYRADD7,3,1481648485305, firstlang, ,
debugYRADD7,4,1481648485305, zipcode, ,
debugYRADD7,5,1481648485306, gender, Unanswered,
debugYRADD7,6,1481648485307, race, Unanswered,
debugYRADD7,7,1481648485307, education, Unanswered,
debugYRADD7,8,1481648514455,0,<bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or>, <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or>
debugYRADD7,9,1481648534287,1,<or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl>, <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl>
debugECXL7A,2,1481649480096, age, ,
debugECXL7A,3,1481649480096, firstlang, ,
debugECXL7A,4,1481649480096, zipcode, ,
debugECXL7A,5,1481649480097, gender, Unanswered,
debugECXL7A,6,1481649480097, race, Unanswered,
debugECXL7A,7,1481649480098, education, Unanswered,
debugECXL7A,8,1481649504919,0,<or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl>, <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl>
debugECXL7A,9,1481649523632,1,<or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl>, <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl>
AGDJB8B8CDZ71,2,1481649930782, age,33,
AGDJB8B8CDZ71,3,1481649930783, firstlang, english,
AGDJB8B8CDZ71,4,1481649930783, zipcode,10801,
AGDJB8B8CDZ71,5,1481649930784, gender, Male,
AGDJB8B8CDZ71,6,1481649930784, race, White,
AGDJB8B8CDZ71,7,1481649930784, education, AssociateDegree,
A20HITED8LB7O5,2,1481650081117, age,31,
A20HITED8LB7O5,3,1481650081118, firstlang, english,
A20HITED8LB7O5,4,1481650081118, zipcode,75043,
A20HITED8LB7O5,5,1481650081118, gender, Female,
A20HITED8LB7O5,6,1481650081118, race, Unanswered,
A20HITED8LB7O5,7,1481650081118, education, Unanswered,
A20HITED8LB7O5,8,1481650118160,0,<bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl>, <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl>
A20HITED8LB7O5,9,1481650136688,1,<or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or>, <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or>
A18B8EAII8NXJ0,2,1481649966313, age,24,
A18B8EAII8NXJ0,3,1481649966315, firstlang, English,
A18B8EAII8NXJ0,4,1481649966315, zipcode,93560,
A18B8EAII8NXJ0,5,1481649966315, gender, Female,
A18B8EAII8NXJ0,6,1481649966315, race, Black or African American,
A18B8EAII8NXJ0,7,1481649966315, education, AssociateDegree,
A18B8EAII8NXJ0,8,1481649983569,0,<or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl><or>#</or><bl>#</bl><or>#</or><bl>#</bl><bl>#</bl>, <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl>
A18B8EAII8NXJ0,9,1481649994586,1,<or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or>, <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or>
A3HP03BD6XEOZT,2,1481649973267, age,24,
A3HP03BD6XEOZT,3,1481649973267, firstlang, english,
A3HP03BD6XEOZT,4,1481649973267, zipcode,39212,
A3HP03BD6XEOZT,5,1481649973268, gender, Female,
A3HP03BD6XEOZT,6,1481649973268, race, Black or African American,
A3HP03BD6XEOZT,7,1481649973268, education, BachelorDegree,
A3HP03BD6XEOZT,8,1481649991469,0,<bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or>, <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl>
A3HP03BD6XEOZT,9,1481650005574,1,<or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or>, <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or>
A3IFO3ATGI60RU,2,1481649974227, age,33,
A3IFO3ATGI60RU,3,1481649974228, firstlang, polish,
A3IFO3ATGI60RU,4,1481649974228, zipcode,48658,
A3IFO3ATGI60RU,5,1481649974228, gender, Male,
A3IFO3ATGI60RU,6,1481649974228, race, White,
A3IFO3ATGI60RU,7,1481649974228, education, SomeColl,
A3IFO3ATGI60RU,8,1481650002922,0,<or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl>, <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl>
A3IFO3ATGI60RU,9,1481650024723,1,<bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or>, <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or>
A5ET25WTBJC0J,2,1481649976005, age,33,
A5ET25WTBJC0J,3,1481649976005, firstlang, english,
A5ET25WTBJC0J,4,1481649976005, zipcode,11232,
A5ET25WTBJC0J,5,1481649976005, gender, Male,
A5ET25WTBJC0J,6,1481649976005, race, White,
A5ET25WTBJC0J,7,1481649976005, education, BachelorDegree,
A5ET25WTBJC0J,8,1481650002473,0,<or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl><bl>#</bl>, <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl>
A5ET25WTBJC0J,9,1481650023888,1,<bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><bl>#</bl><or>#</or><or>#</or>, <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or>
A1F4BT8OW43O5,2,1481649978091, age,37,
A1F4BT8OW43O5,3,1481649978091, firstlang, English,
A1F4BT8OW43O5,4,1481649978091, zipcode,8075,
A1F4BT8OW43O5,5,1481649978091, gender, Male,
A1F4BT8OW43O5,6,1481649978091, race, White,
A1F4BT8OW43O5,7,1481649978091, education, AssociateDegree,
A1F4BT8OW43O5,8,1481650009702,0,<bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or>, <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or>
A1F4BT8OW43O5,9,1481650030204,1,<or>#</or><bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or>, <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <or>#</or>
A2MX9B3EOEGOU,2,1481649992024, age,55,
A2MX9B3EOEGOU,3,1481649992024, firstlang, English,
A2MX9B3EOEGOU,4,1481649992024, zipcode,83702,
A2MX9B3EOEGOU,5,1481649992025, gender, Female,
A2MX9B3EOEGOU,6,1481649992025, race, White,
A2MX9B3EOEGOU,7,1481649992025, education, SomeColl,
A2MX9B3EOEGOU,8,1481650039817,0,<bl>#</bl><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or><or>#</or><or>#</or><bl>#</bl><or>#</or><or>#</or>, <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl> <or>#</or> <or>#</or> <bl>#</bl> <bl>#</bl>
